id,title,year,url,abstract,triage_score,matches_known_d01_anchor,screening_status,provenance
doi:10.31224/4462,Evaluation and Analysis of ArduPilot Automatic Tuning Algorithm for the Roll Tracking Controller of a Small UAS,2025,https://doi.org/10.31224/4462,"PID controllers are widely used for UAS flight control, and tuning of the control law is crucial to the success of a flight mission. In this paper, the automatic tuning process onboard the popular ArduPilot autopilot was examined, analyzed, and validated in both simulation and UAS flight test, considering both time domain and frequency domain controller specifications. The autotune algorithm was first implemented in MATLAB and simulated with a PID and PD controller using identified KHawk UAS lateral dynamic models. The results were further compared with fight test data. Frequency domain analysis showed the effectiveness of the autotune algorithm, as most of the autotuned controllers, except those with very aggressive gain sets, demonstrated performance comparable to controllers designed using a model-based approach. Specifically, the autotuned controllers showed high stability margins and desirable disturbance rejection capability.",5,False,UNSCREENED,"[{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""PX4 ArduPilot recovery benchmark"", ""rank"": 33, ""source_id"": ""doi:10.31224/4462""}]"
doi:10.36227/techrxiv.176287995.54551665/v1,Activity-Aware Recovery from Network Communication Loss in Teleoperated Robotic Surgery,2025,https://doi.org/10.36227/techrxiv.176287995.54551665/v1,"While network delay in teleoperated surgery has been studied, the critical safety risks of severe packet loss and total communication failures, which can cause unintended, potentially harmful robot movements, remain largely unaddressed. To bridge this gap, we introduce an activity-aware, dual-mode shared control framework that ensures operational continuity and safety. Our primary contribution is an intelligent recovery system that switches between two modes: (i) for short-term packet loss, a context-aware Transformer model accurately predicts surgeon commands, (ii) for prolonged communication failure, the system transitions to an autonomous mode and uses a library of specialized Dynamic Movement Primitives (DMP) to safely complete the current surgical subtask. Validated on a Peg Transfer (PT) task, our framework demonstrates significant improvements over existing methods. Under severe 50% packet loss, our adaptive switching and short-term recovery reduces trajectory deviation from nearly 26 mm to 3.62 mm, outperforming standard filtering methods with errors exceeding 6 mm. Most significantly, the integrated end-to-end framework improves trajectory accuracy by up to 60% compared to using either recovery method in isolation, proving the synergistic benefit of our dual-mode design for safely handling diverse network disruptions.",5,False,UNSCREENED,"[{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""UAV communication loss contingency recovery contract"", ""rank"": 32, ""source_id"": ""doi:10.36227/techrxiv.176287995.54551665/v1""}]"
doi:10.70675/9b66bfeczccd1z4c80zaa24z60ced0bf93dd,A generalized asynchronous method preserving the data quality of real-time embedded systems : Case of the PX4-RT autopilot,,https://doi.org/10.70675/9b66bfeczccd1z4c80zaa24z60ced0bf93dd,"Une méthode asynchrone généralisée préservant la qualité des données des systèmes temps réel embarqués : cas de l’autopilote PX4-RT
                Les systèmes embarqués en temps réel, malgré leurs ressources limitées, évoluent très rapidement. Pour ces systèmes, il est impératif de garantir que les tâches ne manquent pas leurs échéances, mais aussi la bonne qualité des données transmises de tâche en tâche. Il est obligatoire de trouver des compromis entre les contraintes d'ordonnancement du système et celles appliquées aux données. Pour garantir ces propriétés, nous considérons le mécanisme sans attente. L'accès aux ressources partagées suit le principe d'un seul producteur, plusieurs lecteurs. Pour contenir toutes les particularités de communication apportées par le mécanisme de communication uORB, nous avons modélisé les interactions entre les tâches par un graphe biparti que nous avons appelé graphe de communication et qui est composé d'ensembles de messages dits de domaine. Pour améliorer la prévisibilité de la communication inter-tâches, nous étendons le modèle de Liu &amp; Layland avec le paramètre état de communication utilisé pour contrôler les points d'écriture/lecture.Nous avons considéré deux types de contraintes de données : les contraintes locales de données et les contraintes globales de données. Pour vérifier les contraintes locales des données, nous nous appuyons sur le mécanisme de sous-échantillonnage destiné à vérifier les contraintes locales des données.",5,False,UNSCREENED,"[{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""PX4 ArduPilot recovery benchmark"", ""rank"": 36, ""source_id"": ""doi:10.70675/9b66bfeczccd1z4c80zaa24z60ced0bf93dd""}]"
doi:10.12677/dsc.2018.73027,Research on Improvement of Transient Control Algorithm for Dual System Hybrid VTOL UAV Based on PX4,2018,https://doi.org/10.12677/dsc.2018.73027,,4,False,UNSCREENED,"[{""abstract_available"": false, ""db"": ""crossref"", ""query"": ""PX4 ArduPilot recovery benchmark"", ""rank"": 40, ""source_id"": ""doi:10.12677/dsc.2018.73027""}]"
doi:10.12677/dsc.2020.92009,Research on the Total Energy Control System of Composite VTOL UAV Based on Px4,2020,https://doi.org/10.12677/dsc.2020.92009,,4,False,UNSCREENED,"[{""abstract_available"": false, ""db"": ""crossref"", ""query"": ""PX4 ArduPilot failsafe differential testing"", ""rank"": 36, ""source_id"": ""doi:10.12677/dsc.2020.92009""}, {""abstract_available"": false, ""db"": ""crossref"", ""query"": ""PX4 ArduPilot recovery benchmark"", ""rank"": 25, ""source_id"": ""doi:10.12677/dsc.2020.92009""}]"
doi:10.17721/2519-481x/2021/70-05,DESIGN OF MULTIFUNCTIONAL UAV OF ROTOR TYPE ON THE BASE OF FIRMWARE ARDUPILOT,2021,https://doi.org/10.17721/2519-481x/2021/70-05,"In this work, a multifunctional rotor-type UAV (hexacopter) was designed based on the Arducopter ver.4.0.7 firmware for FMUv3 devices. Experimental tuning of the firmware parameters for a given UAV geometry, its weight, propeller group, flight stability in a gusty wind for navigation modes has been performed. It is shown that this flight controller can use all the documented features of the Ardupilot firmware, unlike the Pixhawk1 1M.

Experimentally, on the basis of numerous flights, it was revealed that firmware using a mathematical apparatus based on the extended Kalman filter (Arducopter 4.0.7) gives better flight results in navigation modes than firmware based on the use of a complimentary filter (INAV, Betaflight - rescue mode). The possibility of controlling additional equipment using a flight controller is shown using the example of dropping a load at a given point of the trajectory. The results of telemetry were obtained during the automatic flight of the hexacopter along a given trajectory based on the installed sensors. It is shown how, using the ground station software, it is possible to obtain two-dimensional and three-dimensional graphical representations of telemetry data for analyzing the flight of a copter with its subsequent fine tuning. The possibility of constructing and constructing a three-dimensional trajectory of the UAV flight according to telemetry data using the Google Earth program has been studied.

Considered the fine tuning of UAV flight modes us",4,False,UNSCREENED,"[{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""PX4 ArduPilot recovery benchmark"", ""rank"": 27, ""source_id"": ""doi:10.17721/2519-481x/2021/70-05""}]"
doi:10.18260/1-2--56668,GPS Spoofing on UAV Simulation using Ardupilot,,https://doi.org/10.18260/1-2--56668,,4,False,UNSCREENED,"[{""abstract_available"": false, ""db"": ""crossref"", ""query"": ""PX4 ArduPilot failsafe differential testing"", ""rank"": 26, ""source_id"": ""doi:10.18260/1-2--56668""}, {""abstract_available"": false, ""db"": ""crossref"", ""query"": ""PX4 ArduPilot recovery benchmark"", ""rank"": 18, ""source_id"": ""doi:10.18260/1-2--56668""}]"
doi:10.3389/fnbot.2024.1363366,On designing a configurable UAV autopilot for unmanned quadrotors,2024,https://doi.org/10.3389/fnbot.2024.1363366,"Unmanned Aerial Vehicles (UAVs) and quadrotors are being used in an increasing number of applications. The detection and management of forest fires is continually improved by the incorporation of new economical technologies in order to prevent ecological degradation and disasters. Using an inner-outer loop design, this paper discusses an attitude and altitude controller for a quadrotor. As a highly nonlinear system, quadrotor dynamics can be simplified by assuming several assumptions. Quadrotor autopilot is developed using nonlinear feedback linearization technique, LQR, SMC, PD, and PID controllers. Often, these approaches are used to improve control and to reject disturbances. PD-PID controllers are also deployed in the tracking and surveillance of smoke or fire by intelligent algorithms. In this paper, the efficiency using a combined PD-PID controllers with adjustable parameters have been studied. The performance was assessed by simulation using matlab Simulink. The computational study conducted to assess the proposed approach showed that the PD-PID combination presented in this paper yields promising outcomes.",4,False,UNSCREENED,"[{""abstract_available"": true, ""db"": ""crossref"", ""query"": ""UAV autopilot failsafe configuration testing fuzzing"", ""rank"": 23, ""source_id"": ""doi:10.3389/fnbot.2024.1363366""}]"
doi:10.3390/proceedings2019021008,UAV Trajectory Management: Ardupilot Based Trajectory Management System,2019,https://doi.org/10.3390/proceedings2019021008,,4,False,UNSCREENED,"[{""abstract_available"": false, ""db"": ""crossref"", ""query"": ""PX4 ArduPilot recovery benchmark"", ""rank"": 31, ""source_id"": ""doi:10.3390/proceedings2019021008""}]"
doi:10.4324/9781843142409-18,Contingency Fees and Conditional Fees in Debt Recovery Litigation,2001,https://doi.org/10.4324/9781843142409-18,,4,False,UNSCREENED,"[{""abstract_available"": false, ""db"": ""crossref"", ""query"": ""UAV communication loss contingency recovery contract"", ""rank"": 34, ""source_id"": ""doi:10.4324/9781843142409-18""}]"
doi:10.7717/peerj-cs.3238/fig-5,"Figure 5: Autonomous UAV simulation setup using Gazebo, ArduPilot, MAVProxy and MAVROS.",,https://doi.org/10.7717/peerj-cs.3238/fig-5,,4,False,UNSCREENED,"[{""abstract_available"": false, ""db"": ""crossref"", ""query"": ""PX4 ArduPilot failsafe differential testing"", ""rank"": 18, ""source_id"": ""doi:10.7717/peerj-cs.3238/fig-5""}, {""abstract_available"": false, ""db"": ""crossref"", ""query"": ""PX4 ArduPilot recovery benchmark"", ""rank"": 9, ""source_id"": ""doi:10.7717/peerj-cs.3238/fig-5""}]"
doi:10.7763/ijesd.2014.v5.499,Oil Spill Optimized Contingency and Recovery Techniques Using ADIOS2,2014,https://doi.org/10.7763/ijesd.2014.v5.499,,4,False,UNSCREENED,"[{""abstract_available"": false, ""db"": ""crossref"", ""query"": ""UAV communication loss contingency recovery contract"", ""rank"": 37, ""source_id"": ""doi:10.7763/ijesd.2014.v5.499""}]"
